Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude
263180,Slamet,15743,Confirmed Eruption,2,1927,2,27,1927,2,27,-7.242,109.208
261140,Marapi,15452,Confirmed Eruption,2,1927,2,5,1927,8,3,-0.381,100.473
264220,Iliboleng,16314,Confirmed Eruption,2,1927,0,0,,,,-8.342,123.258
264050,Sangeang Api,16241,Confirmed Eruption,2,1927,0,0,,,,-8.2,119.07
263180,Slamet,15742,Confirmed Eruption,2,1926,11,23,1926,11,30,-7.242,109.208
267020,Karangetang,16508,Confirmed Eruption,2,1926,10,0,,,,2.781,125.407
264010,Batur,16193,Confirmed Eruption,2,1926,8,2,1926,9,21,-8.242,115.375
268040,Gamkonora,16588,Confirmed Eruption,1,1926,6,0,,,,1.38,127.53
261230,Dempo,15564,Confirmed Eruption,2,1926,4,22,1926,4,24,-4.03,103.13
263090,Tangkubanparahu,15674,Confirmed Eruption,1,1926,3,1,1926,7,9,-6.77,107.6
261140,Marapi,15451,Confirmed Eruption,0,1925,4,0,,,,-0.381,100.473
264010,Batur,16192,Confirmed Eruption,2,1925,1,5,1925,1,5,-8.242,115.375
264220,Iliboleng,16313,Confirmed Eruption,2,1925,0,0,,,,-8.342,123.258
264100,Ebulobo,16160,Confirmed Eruption,2,1924,11,0,,,,-8.82,121.18
263250,Merapi,15901,Confirmed Eruption,1,1924,9,10,1924,9,12,-7.542,110.442
267020,Karangetang,16507,Confirmed Eruption,2,1924,5,0,,,,2.781,125.407
261150,Tandikat-Singgalang,15483,Confirmed Eruption,1,1924,4,0,1924,4,0,-0.39,100.331
264010,Batur,16191,Confirmed Eruption,2,1924,3,0,1924,3,0,-8.242,115.375
263340,Raung,16127,Confirmed Eruption,2,1924,2,0,,,,-8.119,114.056
266030,Soputan,13593,Confirmed Eruption,2,1923,11,27,1924,1,18,1.112,124.737
261170,Kerinci,15507,Confirmed Eruption,1,1923,9,0,1923,9,0,-1.697,101.264
263180,Slamet,15741,Confirmed Eruption,2,1923,6,2,1923,6,2,-7.242,109.208
263040,Perbakti-Gagak,15636,Confirmed Eruption,1,1923,6,0,,,,-6.75,106.7
261230,Dempo,15563,Confirmed Eruption,1,1923,5,19,1923,5,19,-4.03,103.13
268060,Gamalama,16662,Confirmed Eruption,2,1923,4,13,1923,5,6,0.8,127.33
263100,Papandayan,15686,Confirmed Eruption,1,1923,3,11,1925,3,9,-7.32,107.73
264010,Batur,16190,Confirmed Eruption,2,1923,0,0,,,,-8.242,115.375
264010,Batur,16189,Confirmed Eruption,2,1922,8,30,,,,-8.242,115.375
267040,Awu,16565,Confirmed Eruption,0,1922,6,20,1922,9,0,3.67,125.5
267020,Karangetang,16506,Confirmed Eruption,2,1922,5,4,1922,12,13,2.781,125.407
263250,Merapi,15899,Confirmed Eruption,1,1922,2,18,1922,8,8,-7.542,110.442
263310,Tengger Caldera,16050,Confirmed Eruption,2,1922,2,5,1922,6,20,-7.942,112.95
265070,Serua,16394,Confirmed Eruption,2,1921,9,18,,,,-6.312,130.017
263310,Tengger Caldera,16049,Confirmed Eruption,2,1921,6,0,1921,10,17,-7.942,112.95
261180,Sumbing,15535,Confirmed Eruption,2,1921,5,23,1921,6,3,-2.414,101.728
261170,Kerinci,15506,Confirmed Eruption,2,1921,5,0,1921,6,0,-1.697,101.264
261230,Dempo,15562,Confirmed Eruption,1,1921,4,0,1921,4,0,-4.03,103.13
267020,Karangetang,16505,Confirmed Eruption,2,1921,3,0,1921,6,0,2.781,125.407
263340,Raung,16126,Confirmed Eruption,2,1921,2,14,1921,4,0,-8.119,114.056
267040,Awu,16564,Confirmed Eruption,0,1921,2,0,1921,10,1,3.67,125.5
264010,Batur,16188,Confirmed Eruption,2,1921,1,29,1921,4,17,-8.242,115.375
264180,Lewotobi,16290,Confirmed Eruption,2,1921,1,1,1921,12,20,-8.542,122.775
263280,Kelut,15954,Confirmed Eruption,2,1920,12,6,1920,12,12,-7.93,112.308
263250,Merapi,15898,Confirmed Eruption,2,1920,7,25,1921,2,0,-7.542,110.442
264230,Lewotolo,16335,Confirmed Eruption,2,1920,0,0,,,,-8.272,123.505
261050,"Telong, Bur ni",15399,Confirmed Eruption,2,1919,12,0,,,,4.769,96.821
265070,Serua,16393,Confirmed Eruption,2,1919,11,0,,,,-6.312,130.017
263280,Kelut,15953,Confirmed Eruption,4,1919,5,19,1919,5,20,-7.93,112.308
261140,Marapi,15450,Confirmed Eruption,2,1919,2,28,1919,3,1,-0.381,100.473
263050,Salak,15645,Confirmed Eruption,2,1919,0,0,,,,-6.72,106.73
261140,Marapi,15449,Confirmed Eruption,2,1918,8,15,1918,8,15,-0.381,100.473
268060,Gamalama,16661,Confirmed Eruption,1,1918,8,0,1918,9,4,0.8,127.33
267030,Banua Wuhu,16550,Confirmed Eruption,3,1918,7,18,1919,12,1,3.138,125.491
263140,Galunggung,15720,Confirmed Eruption,1,1918,7,17,1918,7,30,-7.25,108.058
261140,Marapi,15448,Confirmed Eruption,2,1918,3,8,1918,3,10,-0.381,100.473
263250,Merapi,15897,Confirmed Eruption,1,1918,1,0,,,,-7.542,110.442
261030,Peuet Sague,15391,Confirmed Eruption,2,1918,0,0,1921,0,0,4.914,96.329
266030,Soputan,13592,Confirmed Eruption,2,1917,11,0,,,,1.112,124.737
268040,Gamkonora,16587,Confirmed Eruption,2,1917,10,18,1917,10,18,1.38,127.53
261140,Marapi,15447,Confirmed Eruption,2,1917,6,16,1917,9,16,-0.381,100.473
261120,Sorikmarapi,15412,Confirmed Eruption,2,1917,5,20,1917,5,20,0.686,99.539
263350,Ijen,16170,Confirmed Eruption,1,1917,2,25,1917,3,14,-8.058,114.242
263340,Raung,16125,Confirmed Eruption,2,1917,2,22,,,,-8.119,114.056
263340,Raung,16124,Confirmed Eruption,2,1916,11,0,1916,12,0,-8.119,114.056
261140,Marapi,15446,Confirmed Eruption,1,1916,5,5,1916,7,7,-0.381,100.473
261140,Marapi,15405,Confirmed Eruption,2,1915,12,0,,,,-0.381,100.473
264030,Rinjani,16217,Confirmed Eruption,2,1915,11,4,,,,-8.42,116.47
263310,Tengger Caldera,16048,Confirmed Eruption,3,1915,11,0,1916,6,0,-7.942,112.95
263340,Raung,16123,Confirmed Eruption,2,1915,5,0,,,,-8.119,114.056
266030,Soputan,13591,Confirmed Eruption,2,1915,4,0,1915,6,0,1.112,124.737
263250,Merapi,15896,Confirmed Eruption,1,1915,3,28,1915,5,15,-7.542,110.442
263300,Semeru,10030,Confirmed Eruption,2,1915,0,0,,,,-8.108,112.922
261140,Marapi,15445,Confirmed Eruption,2,1914,7,1,,,,-0.381,100.473
264180,Lewotobi,16289,Confirmed Eruption,2,1914,6,29,,,,-8.542,122.775
261150,Tandikat-Singgalang,15482,Confirmed Eruption,1,1914,5,31,,,,-0.39,100.331
267010,Ruang,16486,Confirmed Eruption,2,1914,5,29,1915,2,28,2.3,125.37
261140,Marapi,15444,Confirmed Eruption,2,1913,6,23,1913,7,31,-0.381,100.473
263300,Semeru,13583,Confirmed Eruption,2,1913,6,23,1913,6,26,-8.108,112.922
263340,Raung,16122,Confirmed Eruption,2,1913,5,10,1913,12,0,-8.119,114.056
266030,Soputan,13590,Confirmed Eruption,2,1913,4,0,1913,7,0,1.112,124.737
267040,Awu,16563,Confirmed Eruption,2,1913,3,14,1913,3,14,3.67,125.5
263300,Semeru,13582,Confirmed Eruption,2,1912,8,28,,,,-8.108,112.922
264050,Sangeang Api,16240,Confirmed Eruption,2,1912,4,0,,,,-8.2,119.07
263300,Semeru,13581,Confirmed Eruption,3,1911,11,8,1911,12,0,-8.108,112.922
261140,Marapi,15443,Confirmed Eruption,2,1911,11,2,,,,-0.381,100.473
266030,Soputan,13589,Confirmed Eruption,2,1911,11,0,1912,4,0,1.112,124.737
268060,Gamalama,16660,Confirmed Eruption,1,1911,9,2,1911,9,6,0.8,127.33
268030,Ibu,16578,Confirmed Eruption,2,1911,8,30,1911,9,1,1.488,127.63
264050,Sangeang Api,16239,Confirmed Eruption,2,1911,2,13,1911,3,2,-8.2,119.07
268040,Gamkonora,16586,Confirmed Eruption,2,1911,0,0,,,,1.38,127.53
263300,Semeru,13580,Confirmed Eruption,2,1910,11,16,1911,2,0,-8.108,112.922
266030,Soputan,13588,Confirmed Eruption,2,1910,11,15,,,,1.112,124.737
264100,Ebulobo,16159,Confirmed Eruption,2,1910,4,10,,,,-8.82,121.18
263090,Tangkubanparahu,15673,Confirmed Eruption,2,1910,4,7,1910,5,0,-6.77,107.6
263310,Tengger Caldera,16047,Confirmed Eruption,2,1910,1,18,1910,1,21,-7.942,112.95
264250,Iliwerung,16338,Confirmed Eruption,2,1910,0,0,,,,-8.53,123.57
261140,Marapi,15442,Confirmed Eruption,2,1910,0,0,,,,-0.381,100.473
264030,Rinjani,16216,Confirmed Eruption,2,1909,11,30,1909,12,2,-8.42,116.47
264220,Iliboleng,16312,Confirmed Eruption,2,1909,11,9,,,,-8.342,123.258
263300,Semeru,13579,Confirmed Eruption,2,1909,9,0,1910,3,22,-8.108,112.922
261180,Sumbing,15534,Confirmed Eruption,2,1909,6,3,1909,7,0,-2.414,101.728
263060,Gede-Pangrango,15661,Confirmed Eruption,1,1909,5,2,1909,5,2,-6.77,106.965
263250,Merapi,15895,Confirmed Eruption,1,1909,2,1,1913,5,0,-7.542,110.442
263310,Tengger Caldera,16046,Confirmed Eruption,2,1909,1,12,1909,1,14,-7.942,112.95
264180,Lewotobi,16288,Confirmed Eruption,2,1909,1,8,1910,5,26,-8.542,122.775
261170,Kerinci,15505,Confirmed Eruption,2,1908,10,0,1909,0,0,-1.697,101.264
266030,Soputan,13587,Confirmed Eruption,2,1908,6,0,1909,6,0,1.112,124.737
261230,Dempo,15561,Confirmed Eruption,2,1908,2,16,1908,2,17,-4.03,103.13
263300,Semeru,13578,Confirmed Eruption,2,1908,1,0,1908,12,0,-8.108,112.922
263250,Merapi,15894,Confirmed Eruption,1,1908,0,0,,,,-7.542,110.442
261140,Marapi,15441,Confirmed Eruption,2,1907,12,17,1908,9,0,-0.381,100.473
263310,Tengger Caldera,16045,Confirmed Eruption,2,1907,12,14,1908,2,13,-7.942,112.95
268060,Gamalama,16659,Confirmed Eruption,2,1907,11,17,1907,11,20,0.8,127.33
264180,Lewotobi,16287,Confirmed Eruption,3,1907,9,28,1907,10,30,-8.542,122.775
263310,Tengger Caldera,16044,Confirmed Eruption,2,1907,8,28,,,,-7.942,112.95
263300,Semeru,13577,Confirmed Eruption,2,1907,7,9,,,,-8.108,112.922
266030,Soputan,13586,Confirmed Eruption,2,1907,6,5,1907,6,25,1.112,124.737
263300,Semeru,13576,Confirmed Eruption,2,1907,1,7,1907,1,10,-8.108,112.922
261220,Kaba,15542,Confirmed Eruption,2,1907,0,0,,,,-3.522,102.615
263310,Tengger Caldera,16043,Confirmed Eruption,2,1906,9,25,1907,5,18,-7.942,112.95
263210,Sundoro,15803,Confirmed Eruption,2,1906,9,22,1906,12,20,-7.3,109.992
266030,Soputan,13585,Confirmed Eruption,2,1906,6,17,1906,9,0,1.112,124.737
264030,Rinjani,16215,Confirmed Eruption,1,1906,4,29,,,,-8.42,116.47
263250,Merapi,15893,Confirmed Eruption,2,1906,1,26,1907,2,17,-7.542,110.442
261140,Marapi,15440,Confirmed Eruption,2,1905,11,1,,,,-0.381,100.473
264090,Inielika,16257,Confirmed Eruption,2,1905,11,0,1905,11,0,-8.73,120.98
263300,Semeru,13575,Confirmed Eruption,2,1905,8,4,,,,-8.108,112.922
267020,Karangetang,16504,Confirmed Eruption,2,1905,5,21,1905,5,22,2.781,125.407
263250,Merapi,15892,Confirmed Eruption,2,1905,1,0,1905,6,1,-7.542,110.442
261230,Dempo,15560,Confirmed Eruption,0,1905,0,0,,,,-4.03,103.13
264010,Batur,16187,Confirmed Eruption,2,1905,0,0,,,,-8.242,115.375
266110,Mahawu,16467,Confirmed Eruption,2,1904,10,4,,,,1.352,124.865
267030,Banua Wuhu,16549,Confirmed Eruption,2,1904,8,27,,,,3.138,125.491
263180,Slamet,15740,Confirmed Eruption,2,1904,7,14,1904,8,9,-7.242,109.208
265050,Teon,16378,Confirmed Eruption,2,1904,6,3,,,,-6.976,129.144
267010,Ruang,16485,Confirmed Eruption,3,1904,4,22,1905,5,27,2.3,125.37
261140,Marapi,15439,Confirmed Eruption,1,1904,4,18,1904,4,18,-0.381,100.473
267030,Banua Wuhu,16548,Confirmed Eruption,2,1904,4,17,1904,4,18,3.138,125.491
263300,Semeru,13574,Confirmed Eruption,2,1904,1,2,1904,1,16,-8.108,112.922
264010,Batur,16186,Confirmed Eruption,2,1904,0,0,,,,-8.242,115.375
264220,Iliboleng,16311,Confirmed Eruption,2,1904,0,0,,,,-8.342,123.258
265060,Nila,16379,Confirmed Eruption,2,1903,12,8,,,,-6.73,129.5
263340,Raung,16121,Confirmed Eruption,2,1903,11,28,1904,1,0,-8.119,114.056
263210,Sundoro,15802,Confirmed Eruption,2,1903,10,17,1903,10,21,-7.3,109.992
263300,Semeru,13573,Confirmed Eruption,2,1903,3,26,1903,6,0,-8.108,112.922
263250,Merapi,15891,Confirmed Eruption,2,1902,12,0,1904,6,20,-7.542,110.442
263210,Sundoro,15801,Confirmed Eruption,1,1902,5,1,1902,5,25,-7.3,109.992
263340,Raung,16120,Confirmed Eruption,2,1902,2,16,1902,2,27,-8.119,114.056
263250,Merapi,15890,Confirmed Eruption,1,1902,2,3,1902,2,3,-7.542,110.442
263050,Salak,15644,Confirmed Eruption,2,1902,0,0,1903,0,0,-6.72,106.73
264030,Rinjani,16214,Confirmed Eruption,2,1901,6,1,1901,6,2,-8.42,116.47
263280,Kelut,15952,Confirmed Eruption,3,1901,5,22,1901,5,23,-7.93,112.308
265090,Banda Api,16418,Confirmed Eruption,2,1901,5,18,,,,-4.523,129.881
266030,Soputan,13584,Confirmed Eruption,2,1901,2,4,,,,1.112,124.737
263300,Semeru,13572,Confirmed Eruption,2,1901,1,29,1901,1,30,-8.108,112.922
268010,Dukono,16576,Confirmed Eruption,2,1901,0,0,,,,1.693,127.894
264030,Rinjani,16213,Confirmed Eruption,2,1900,11,30,1900,12,2,-8.42,116.47
261230,Dempo,15559,Confirmed Eruption,2,1900,10,26,1900,10,27,-4.03,103.13
261230,Dempo,15558,Confirmed Eruption,2,1900,6,4,1900,6,4,-4.03,103.13
263300,Semeru,13571,Confirmed Eruption,2,1900,3,29,1900,4,11,-8.108,112.922
267020,Karangetang,16503,Confirmed Eruption,2,1900,0,0,,,,2.781,125.407
263300,Semeru,16004,Confirmed Eruption,2,1899,12,0,,,,-8.108,112.922
263300,Semeru,16003,Confirmed Eruption,2,1899,8,11,,,,-8.108,112.922
264230,Lewotolo,16334,Confirmed Eruption,2,1899,6,2,,,,-8.272,123.505
263060,Gede-Pangrango,15660,Confirmed Eruption,2,1899,5,1,1899,5,14,-6.77,106.965
263300,Semeru,16002,Confirmed Eruption,2,1899,1,17,1899,3,31,-8.108,112.922
267020,Karangetang,16502,Confirmed Eruption,2,1899,0,0,,,,2.781,125.407
268060,Gamalama,16657,Confirmed Eruption,2,1898,5,14,1898,5,28,0.8,127.33
266010,Colo,16421,Confirmed Eruption,3,1898,5,2,1900,0,0,-0.162,121.601
263300,Semeru,16001,Confirmed Eruption,2,1898,2,23,,,,-8.108,112.922
263320,Lamongan,16101,Confirmed Eruption,2,1898,2,5,1898,2,15,-7.979,113.342
268060,Gamalama,16656,Confirmed Eruption,1,1897,9,7,1897,9,24,0.8,127.33
263340,Raung,16119,Confirmed Eruption,2,1897,4,0,,,,-8.119,114.056
263300,Semeru,16000,Confirmed Eruption,2,1897,1,1,1897,1,3,-8.108,112.922
264010,Batur,16185,Confirmed Eruption,2,1897,0,0,,,,-8.242,115.375
263250,Merapi,15889,Confirmed Eruption,2,1897,0,0,,,,-7.542,110.442
263320,Lamongan,16100,Confirmed Eruption,2,1896,9,5,1896,9,19,-7.979,113.342
263340,Raung,16118,Confirmed Eruption,2,1896,8,0,,,,-8.119,114.056
263090,Tangkubanparahu,15672,Confirmed Eruption,2,1896,5,22,1896,5,23,-6.77,107.6
263300,Semeru,15999,Confirmed Eruption,2,1896,5,0,1896,6,0,-8.108,112.922
263310,Tengger Caldera,16042,Confirmed Eruption,2,1896,0,0,,,,-7.942,112.95
268060,Gamalama,16654,Confirmed Eruption,1,1895,12,19,1895,12,19,0.8,127.33
261230,Dempo,15557,Confirmed Eruption,2,1895,7,2,1895,9,30,-4.03,103.13
267030,Banua Wuhu,16547,Confirmed Eruption,2,1895,7,0,1895,12,26,3.138,125.491
263300,Semeru,15998,Confirmed Eruption,2,1895,5,22,1895,10,1,-8.108,112.922
263140,Galunggung,15719,Confirmed Eruption,3,1894,10,17,1894,12,0,-7.25,108.058
263250,Merapi,15888,Confirmed Eruption,1,1894,10,0,,,,-7.542,110.442
263250,Merapi,15887,Confirmed Eruption,2,1894,1,27,1894,2,2,-7.542,110.442
263300,Semeru,15997,Confirmed Eruption,2,1893,12,11,1894,2,0,-8.108,112.922
263320,Lamongan,16099,Confirmed Eruption,2,1893,11,18,,,,-7.979,113.342
263250,Merapi,15886,Confirmed Eruption,1,1893,10,0,,,,-7.542,110.442
266100,Lokon-Empung,16444,Confirmed Eruption,2,1893,3,29,1894,8,14,1.358,124.792
263310,Tengger Caldera,16041,Confirmed Eruption,2,1893,1,13,1893,3,27,-7.942,112.95
261120,Sorikmarapi,15411,Confirmed Eruption,2,1893,1,4,1893,1,4,0.686,99.539
263300,Semeru,15996,Confirmed Eruption,2,1893,1,0,1893,5,0,-8.108,112.922
267040,Awu,16562,Confirmed Eruption,2,1893,0,0,,,,3.67,125.5
267020,Karangetang,16501,Confirmed Eruption,2,1892,6,14,,,,2.781,125.407
267040,Awu,16561,Confirmed Eruption,3,1892,6,7,1892,6,12,3.67,125.5
265040,Wurlali,16373,Confirmed Eruption,2,1892,6,3,1892,6,5,-7.125,128.675
261120,Sorikmarapi,15410,Confirmed Eruption,2,1892,5,21,,,,0.686,99.539
263300,Semeru,15995,Confirmed Eruption,2,1892,3,0,1892,4,0,-8.108,112.922
263320,Lamongan,16098,Confirmed Eruption,2,1891,9,25,1891,10,5,-7.979,113.342
263250,Merapi,15885,Confirmed Eruption,2,1891,8,25,1892,0,0,-7.542,110.442
263060,Gede-Pangrango,15659,Confirmed Eruption,2,1891,0,0,,,,-6.77,106.965
265090,Banda Api,16417,Confirmed Eruption,2,1890,11,23,1890,11,23,-4.523,129.881
263320,Lamongan,16097,Confirmed Eruption,2,1890,9,5,1891,1,0,-7.979,113.342
263180,Slamet,15739,Confirmed Eruption,2,1890,8,6,1890,8,29,-7.242,109.208
263340,Raung,16117,Confirmed Eruption,2,1890,7,0,1890,9,15,-8.119,114.056
268070,Makian,16688,Confirmed Eruption,2,1890,6,20,1890,6,30,0.32,127.4
263310,Tengger Caldera,16040,Confirmed Eruption,2,1890,5,0,1890,9,0,-7.942,112.95
263320,Lamongan,16096,Confirmed Eruption,2,1890,3,23,1890,5,0,-7.979,113.342
266030,Soputan,13460,Confirmed Eruption,2,1890,0,0,,,,1.112,124.737
263320,Lamongan,16095,Confirmed Eruption,2,1889,9,7,1889,11,0,-7.979,113.342
267030,Banua Wuhu,16546,Confirmed Eruption,2,1889,9,6,1889,9,9,3.138,125.491
263250,Merapi,15884,Confirmed Eruption,1,1889,7,0,,,,-7.542,110.442
267010,Ruang,16484,Confirmed Eruption,1,1889,6,0,,,,2.3,125.37
261140,Marapi,15438,Confirmed Eruption,2,1889,3,27,1889,4,17,-0.381,100.473
261150,Tandikat-Singgalang,15480,Confirmed Eruption,1,1889,2,19,1889,12,4,-0.39,100.331
263300,Semeru,15994,Confirmed Eruption,2,1889,1,0,1891,5,31,-8.108,112.922
264180,Lewotobi,16286,Confirmed Eruption,2,1889,0,0,,,,-8.542,122.775
263320,Lamongan,16094,Confirmed Eruption,2,1888,9,0,1888,10,6,-7.979,113.342
263250,Merapi,15883,Confirmed Eruption,2,1888,8,18,1888,12,20,-7.542,110.442
264010,Batur,16184,Confirmed Eruption,2,1888,5,30,1888,5,31,-8.242,115.375
261140,Marapi,15437,Confirmed Eruption,2,1888,2,19,1888,3,19,-0.381,100.473
263300,Semeru,15993,Confirmed Eruption,2,1888,2,0,1888,10,0,-8.108,112.922
264100,Ebulobo,16158,Confirmed Eruption,2,1888,0,0,,,,-8.82,121.18
264220,Iliboleng,16310,Confirmed Eruption,2,1888,0,0,,,,-8.342,123.258
263060,Gede-Pangrango,15657,Confirmed Eruption,2,1888,0,0,,,,-6.77,106.965
263210,Sundoro,15800,Confirmed Eruption,2,1887,11,13,1887,11,14,-7.3,109.992
263320,Lamongan,16093,Confirmed Eruption,2,1887,11,0,1888,2,27,-7.979,113.342
263060,Gede-Pangrango,15656,Confirmed Eruption,2,1887,10,22,1887,10,22,-6.77,106.965
263300,Semeru,15992,Confirmed Eruption,2,1887,8,0,1887,10,11,-8.108,112.922
263320,Lamongan,16092,Confirmed Eruption,2,1887,7,3,1887,7,9,-7.979,113.342
267020,Karangetang,16500,Confirmed Eruption,2,1887,5,27,1887,5,27,2.781,125.407
261170,Kerinci,15504,Confirmed Eruption,2,1887,3,23,1887,3,30,-1.697,101.264
263300,Semeru,15991,Confirmed Eruption,2,1887,2,0,1887,3,0,-8.108,112.922
263310,Tengger Caldera,16038,Confirmed Eruption,2,1886,11,11,1887,1,25,-7.942,112.95
263060,Gede-Pangrango,15655,Confirmed Eruption,2,1886,6,10,1886,8,16,-6.77,106.965
267020,Karangetang,16499,Confirmed Eruption,2,1886,4,25,1886,6,19,2.781,125.407
263310,Tengger Caldera,16037,Confirmed Eruption,2,1886,4,15,1886,4,26,-7.942,112.95
261140,Marapi,15436,Confirmed Eruption,2,1886,3,31,1886,5,3,-0.381,100.473
263300,Semeru,15990,Confirmed Eruption,2,1886,1,25,1886,8,26,-8.108,112.922
263260,Lawu,15909,Confirmed Eruption,1,1885,11,28,1885,11,28,-7.625,111.192
261140,Marapi,15435,Confirmed Eruption,2,1885,11,12,,,,-0.381,100.473
263310,Tengger Caldera,16036,Confirmed Eruption,2,1885,10,31,1886,1,10,-7.942,112.95
264220,Iliboleng,16309,Confirmed Eruption,2,1885,9,0,1885,10,0,-8.342,123.258
267040,Awu,16560,Confirmed Eruption,2,1885,8,18,,,,3.67,125.5
263340,Raung,16116,Confirmed Eruption,2,1885,6,21,1885,6,22,-8.119,114.056
263310,Tengger Caldera,16035,Confirmed Eruption,2,1885,6,0,,,,-7.942,112.95
263180,Slamet,15738,Confirmed Eruption,2,1885,3,21,1885,3,30,-7.242,109.208
263320,Lamongan,16091,Confirmed Eruption,2,1885,3,11,1886,10,15,-7.979,113.342
263250,Merapi,15882,Confirmed Eruption,1,1885,2,24,1887,0,0,-7.542,110.442
268040,Gamkonora,16585,Confirmed Eruption,2,1885,0,0,,,,1.38,127.53
263300,Semeru,15989,Confirmed Eruption,2,1884,12,10,1885,9,0,-8.108,112.922
264030,Rinjani,16212,Confirmed Eruption,2,1884,8,8,1884,8,10,-8.42,116.47
261230,Dempo,15556,Confirmed Eruption,2,1884,6,0,1884,7,0,-4.03,103.13
268060,Gamalama,16652,Confirmed Eruption,2,1884,5,0,1884,5,0,0.8,127.33
263320,Lamongan,16090,Confirmed Eruption,2,1884,1,6,1884,6,23,-7.979,113.342
263200,Dieng Volcanic Complex,15776,Confirmed Eruption,1,1883,12,26,1884,3,18,-7.2,109.92
261140,Marapi,15434,Confirmed Eruption,1,1883,12,0,1883,12,0,-0.381,100.473
267040,Awu,16559,Confirmed Eruption,2,1883,8,25,1883,8,26,3.67,125.5
267020,Karangetang,16498,Confirmed Eruption,2,1883,8,25,1883,8,26,2.781,125.407
263210,Sundoro,15799,Confirmed Eruption,2,1883,8,0,,,,-7.3,109.992
261140,Marapi,15433,Confirmed Eruption,1,1883,6,25,1883,8,27,-0.381,100.473
262000,Krakatau,15589,Confirmed Eruption,6,1883,5,20,1883,10,21,-6.102,105.423
263320,Lamongan,16089,Confirmed Eruption,2,1883,4,13,1883,5,4,-7.979,113.342
263250,Merapi,15881,Confirmed Eruption,1,1883,1,0,1884,11,0,-7.542,110.442
263210,Sundoro,15798,Confirmed Eruption,2,1882,4,1,1882,4,7,-7.3,109.992
264110,Iya,13715,Confirmed Eruption,2,1882,0,0,,,,-8.897,121.645
261230,Dempo,15555,Confirmed Eruption,2,1881,12,0,1881,12,0,-4.03,103.13
264200,Leroboleng,16307,Confirmed Eruption,2,1881,3,16,,,,-8.365,122.833
261230,Dempo,15554,Confirmed Eruption,2,1881,2,16,,,,-4.03,103.13
263340,Raung,16115,Confirmed Eruption,,1881,0,0,,,,-8.119,114.056
261070,Singkut,15402,Confirmed Eruption,,1881,0,0,,,,3.248,98.501
261230,Dempo,15553,Confirmed Eruption,2,1880,5,0,,,,-4.03,103.13
264040,Tambora,16233,Confirmed Eruption,2,1880,0,0,,,,-8.25,118
266130,Tangkoko-Duasudara,15943,Confirmed Eruption,1,1880,0,0,,,,1.518,125.185
261230,Dempo,15552,Confirmed Eruption,2,1879,5,18,,,,-4.03,103.13
263300,Semeru,15987,Confirmed Eruption,2,1879,0,0,,,,-8.108,112.922
261120,Sorikmarapi,15408,Confirmed Eruption,2,1879,0,0,,,,0.686,99.539
261170,Kerinci,15503,Confirmed Eruption,2,1878,12,11,,,,-1.697,101.264
263250,Merapi,15880,Confirmed Eruption,2,1878,0,0,1879,6,20,-7.542,110.442
263300,Semeru,15986,Confirmed Eruption,2,1878,0,0,,,,-8.108,112.922
263300,Semeru,15985,Confirmed Eruption,2,1877,9,0,,,,-8.108,112.922
263320,Lamongan,16088,Confirmed Eruption,3,1877,4,24,1877,5,12,-7.979,113.342
263310,Tengger Caldera,16034,Confirmed Eruption,2,1877,4,24,,,,-7.942,112.95
263300,Semeru,15984,Confirmed Eruption,2,1877,4,0,,,,-8.108,112.922
261140,Marapi,15431,Confirmed Eruption,2,1876,8,0,1877,6,0,-0.381,100.473
261140,Marapi,15430,Confirmed Eruption,2,1876,4,4,,,,-0.381,100.473
261160,Talang,15488,Confirmed Eruption,2,1876,0,0,,,,-0.979,100.681
264200,Leroboleng,16306,Confirmed Eruption,2,1876,0,0,,,,-8.365,122.833
263180,Slamet,15737,Confirmed Eruption,2,1875,11,2,1875,12,26,-7.242,109.208
267040,Awu,16558,Confirmed Eruption,2,1875,8,0,1875,8,0,3.67,125.5
263180,Slamet,15736,Confirmed Eruption,2,1875,5,29,1875,6,4,-7.242,109.208
267010,Ruang,16483,Confirmed Eruption,2,1874,11,15,,,,2.3,125.37
263320,Lamongan,16087,Confirmed Eruption,2,1874,5,20,1874,8,21,-7.979,113.342
261170,Kerinci,15502,Confirmed Eruption,2,1874,0,0,,,,-1.697,101.264
261220,Kaba,15541,Confirmed Eruption,2,1873,0,0,1892,11,1,-3.522,102.615
264200,Leroboleng,16305,Confirmed Eruption,2,1873,0,0,,,,-8.365,122.833
263250,Merapi,15879,Confirmed Eruption,2,1872,11,3,1873,1,0,-7.542,110.442
263300,Semeru,15983,Confirmed Eruption,2,1872,10,23,1872,10,23,-8.108,112.922
263320,Lamongan,16086,Confirmed Eruption,2,1872,8,15,1872,9,18,-7.979,113.342
263250,Merapi,15878,Confirmed Eruption,4,1872,4,15,1872,4,21,-7.542,110.442
261140,Marapi,15429,Confirmed Eruption,2,1871,9,24,,,,-0.381,100.473
264110,Iya,13714,Confirmed Eruption,2,1871,9,1,,,,-8.897,121.645
268060,Gamalama,16651,Confirmed Eruption,2,1871,8,7,1871,9,25,0.8,127.33
261140,Marapi,15428,Confirmed Eruption,2,1871,4,24,,,,-0.381,100.473
