Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude
262000,Krakatau,15473,Confirmed Eruption,3,1684,2,1,,,,-6.102,105.423
265070,Serua,16383,Confirmed Eruption,3,1683,0,0,,,,-6.312,130.017
265090,Banda Api,16401,Confirmed Eruption,3,1683,0,0,,,,-4.523,129.881
266130,Tangkoko-Duasudara,16472,Confirmed Eruption,3,1683,0,0,,,,1.518,125.185
262000,Krakatau,15588,Confirmed Eruption,3,1680,5,0,1681,11,19,-6.102,105.423
266130,Tangkoko-Duasudara,16471,Confirmed Eruption,5,1680,0,0,,,,1.518,125.185
263250,Merapi,15860,Confirmed Eruption,3,1678,8,19,,,,-7.542,110.442
263250,Merapi,15859,Confirmed Eruption,3,1677,0,0,,,,-7.542,110.442
268060,Gamalama,16607,Confirmed Eruption,2,1676,12,31,,,,0.8,127.33
267020,Karangetang,16494,Confirmed Eruption,3,1675,0,0,,,,2.781,125.407
264180,Lewotobi,16279,Confirmed Eruption,3,1675,0,0,,,,-8.542,122.775
268040,Gamkonora,16584,Confirmed Eruption,5,1673,5,20,,,,1.38,127.53
263250,Merapi,15858,Confirmed Eruption,3,1672,8,4,,,,-7.542,110.442
264110,Iya,13706,Confirmed Eruption,3,1671,0,0,,,,-8.897,121.645
263250,Merapi,15857,Confirmed Eruption,3,1663,12,31,,,,-7.542,110.442
265050,Teon,16376,Confirmed Eruption,3,1663,1,18,,,,-6.976,129.144
265050,Teon,16375,Confirmed Eruption,4,1660,2,0,,,,-6.976,129.144
264230,Lewotolo,16329,Confirmed Eruption,3,1660,0,0,,,,-8.272,123.505
265050,Teon,16374,Confirmed Eruption,3,1659,11,11,,,,-6.976,129.144
268060,Gamalama,16605,Confirmed Eruption,2,1659,6,0,,,,0.8,127.33
263250,Merapi,15856,Confirmed Eruption,3,1658,0,0,,,,-7.542,110.442
268060,Gamalama,16604,Confirmed Eruption,3,1653,12,31,,,,0.8,127.33
264150,Paluweh,16264,Confirmed Eruption,3,1650,0,0,,,,-8.32,121.708
268060,Gamalama,16603,Confirmed Eruption,2,1648,6,15,1648,6,18,0.8,127.33
268070,Makian,16680,Confirmed Eruption,4,1646,7,19,1646,7,21,0.32,127.4
267040,Awu,16553,Confirmed Eruption,2,1646,0,0,,,,3.67,125.5
263280,Kelut,15934,Confirmed Eruption,4,1641,0,0,,,,-7.93,112.308
263340,Raung,16107,Confirmed Eruption,4,1638,0,0,,,,-8.119,114.056
265090,Banda Api,16400,Confirmed Eruption,1,1635,11,18,,,,-4.523,129.881
268060,Gamalama,16601,Confirmed Eruption,2,1635,3,29,,,,0.8,127.33
265090,Banda Api,16399,Confirmed Eruption,3,1632,12,16,,,,-4.523,129.881
265090,Banda Api,16398,Confirmed Eruption,3,1615,3,16,1615,4,0,-4.523,129.881
265090,Banda Api,16397,Confirmed Eruption,3,1609,0,0,,,,-4.523,129.881
268060,Gamalama,16600,Confirmed Eruption,3,1608,7,18,1608,7,19,0.8,127.33
268060,Gamalama,16599,Confirmed Eruption,2,1605,5,0,,,,0.8,127.33
265090,Banda Api,16396,Confirmed Eruption,3,1598,0,0,1602,0,0,-4.523,129.881
263340,Raung,16106,Confirmed Eruption,3,1597,1,17,1597,2,2,-8.119,114.056
263340,Raung,16105,Confirmed Eruption,5,1593,0,0,,,,-8.119,114.056
263310,Tengger Caldera,16012,Confirmed Eruption,2,1590,0,0,,,,-7.942,112.95
263250,Merapi,15855,Confirmed Eruption,3,1587,0,0,,,,-7.542,110.442
265090,Banda Api,16395,Confirmed Eruption,3,1586,4,17,,,,-4.523,129.881
263280,Kelut,15933,Confirmed Eruption,5,1586,0,0,,,,-7.93,112.308
263250,Merapi,15853,Confirmed Eruption,3,1584,0,0,,,,-7.542,110.442
268040,Gamkonora,16583,Confirmed Eruption,3,1564,12,31,,,,1.38,127.53
268060,Gamalama,16598,Confirmed Eruption,2,1561,12,31,,,,0.8,127.33
263240,Merbabu,15806,Confirmed Eruption,,1560,0,0,,,,-7.45,110.43
263250,Merapi,15852,Confirmed Eruption,3,1560,0,0,,,,-7.542,110.442
263250,Merapi,15851,Confirmed Eruption,3,1554,0,0,,,,-7.542,110.442
268010,Dukono,16573,Confirmed Eruption,3,1550,11,20,,,,1.693,127.894
268070,Makian,16678,Confirmed Eruption,3,1550,0,0,,,,0.32,127.4
263250,Merapi,15850,Confirmed Eruption,3,1548,0,0,,,,-7.542,110.442
263280,Kelut,15932,Confirmed Eruption,3,1548,0,0,,,,-7.93,112.308
268060,Gamalama,16490,Confirmed Eruption,3,1538,0,0,,,,0.8,127.33
262000,Krakatau,15587,Confirmed Eruption,,1530,0,0,,,,-6.102,105.423
265030,Gunungapi Wetar,16371,Confirmed Eruption,3,1512,0,0,,,,-6.642,126.65
264050,Sangeang Api,16235,Confirmed Eruption,3,1512,0,0,,,,-8.2,119.07
268060,Gamalama,16597,Confirmed Eruption,3,1510,0,0,,,,0.8,127.33
261020,Seulawah Agam,15389,Confirmed Eruption,2,1510,0,0,,,,5.448,95.658
263280,Kelut,15930,Confirmed Eruption,3,1481,0,0,,,,-7.93,112.308
263250,Merapi,15849,Confirmed Eruption,,1480,0,0,,,,-7.542,110.442
263280,Kelut,15929,Confirmed Eruption,3,1462,0,0,,,,-7.93,112.308
263280,Kelut,15928,Confirmed Eruption,3,1451,0,0,,,,-7.93,112.308
263280,Kelut,15927,Confirmed Eruption,3,1450,0,0,,,,-7.93,112.308
266030,Soputan,16302,Confirmed Eruption,3,1450,0,0,,,,1.112,124.737
263250,Merapi,15845,Confirmed Eruption,,1440,0,0,,,,-7.542,110.442
263280,Kelut,15070,Confirmed Eruption,3,1411,0,0,,,,-7.93,112.308
263280,Kelut,15069,Confirmed Eruption,3,1395,0,0,,,,-7.93,112.308
263280,Kelut,15068,Confirmed Eruption,3,1385,0,0,,,,-7.93,112.308
263250,Merapi,15844,Confirmed Eruption,,1380,0,0,,,,-7.542,110.442
263280,Kelut,15067,Confirmed Eruption,3,1376,0,0,,,,-7.93,112.308
266100,Lokon-Empung,16441,Confirmed Eruption,3,1375,0,0,,,,1.358,124.792
263200,Dieng Volcanic Complex,15770,Confirmed Eruption,3,1375,0,0,,,,-7.2,109.92
263280,Kelut,10423,Confirmed Eruption,3,1334,0,0,,,,-7.93,112.308
262000,Krakatau,15586,Confirmed Eruption,,1320,0,0,,,,-6.102,105.423
263280,Kelut,10422,Confirmed Eruption,3,1311,0,0,,,,-7.93,112.308
263250,Merapi,15843,Confirmed Eruption,,1300,0,0,,,,-7.542,110.442
264030,Rinjani,20843,Confirmed Eruption,7,1257,7,1,,,,-8.42,116.47
263250,Merapi,15842,Confirmed Eruption,,1230,0,0,,,,-7.542,110.442
263250,Merapi,15841,Confirmed Eruption,,1190,0,0,,,,-7.542,110.442
263200,Dieng Volcanic Complex,15769,Confirmed Eruption,,1180,0,0,,,,-7.2,109.92
262000,Krakatau,15585,Confirmed Eruption,,1150,0,0,,,,-6.102,105.423
263250,Merapi,15840,Confirmed Eruption,,1140,0,0,,,,-7.542,110.442
263250,Merapi,15838,Confirmed Eruption,,1090,0,0,,,,-7.542,110.442
262000,Krakatau,15584,Confirmed Eruption,,1050,0,0,,,,-6.102,105.423
263250,Merapi,15837,Confirmed Eruption,,1010,0,0,,,,-7.542,110.442
263280,Kelut,15912,Confirmed Eruption,3,1000,0,0,,,,-7.93,112.308
262000,Krakatau,15583,Confirmed Eruption,,950,0,0,,,,-6.102,105.423
263250,Merapi,15835,Confirmed Eruption,3,940,0,0,,,,-7.542,110.442
263250,Merapi,15834,Confirmed Eruption,,870,0,0,,,,-7.542,110.442
262000,Krakatau,15582,Confirmed Eruption,,850,0,0,,,,-6.102,105.423
264040,Tambora,16230,Confirmed Eruption,,740,0,0,,,,-8.25,118
263250,Merapi,15833,Confirmed Eruption,,680,0,0,,,,-7.542,110.442
263250,Merapi,15832,Confirmed Eruption,,630,0,0,,,,-7.542,110.442
263250,Merapi,15831,Confirmed Eruption,,540,0,0,,,,-7.542,110.442
263250,Merapi,15829,Confirmed Eruption,,480,0,0,,,,-7.542,110.442
263210,Sundoro,15795,Confirmed Eruption,,470,0,0,,,,-7.3,109.992
262000,Krakatau,15581,Confirmed Eruption,4,416,0,0,,,,-6.102,105.423
263250,Merapi,15828,Confirmed Eruption,3,410,0,0,,,,-7.542,110.442
263310,Tengger Caldera,16011,Confirmed Eruption,3,330,0,0,,,,-7.942,112.95
263250,Merapi,15827,Confirmed Eruption,,280,0,0,,,,-7.542,110.442
262000,Krakatau,15580,Confirmed Eruption,,250,0,0,,,,-6.102,105.423
263210,Sundoro,15794,Confirmed Eruption,,230,0,0,,,,-7.3,109.992
263310,Tengger Caldera,16010,Confirmed Eruption,2,190,0,0,,,,-7.942,112.95
263250,Merapi,15826,Confirmed Eruption,,190,0,0,,,,-7.542,110.442
263250,Merapi,15825,Confirmed Eruption,,120,0,0,,,,-7.542,110.442
263250,Merapi,15824,Confirmed Eruption,4,20,0,0,,,,-7.542,110.442
263200,Dieng Volcanic Complex,15768,Confirmed Eruption,0,-50,0,0,,,,-7.2,109.92
263251,Muria,15810,Confirmed Eruption,,-160,0,0,,,,-6.62,110.88
263280,Kelut,15911,Confirmed Eruption,,-230,0,0,,,,-7.93,112.308
263250,Merapi,15823,Confirmed Eruption,3,-340,0,0,,,,-7.542,110.442
263200,Dieng Volcanic Complex,15767,Confirmed Eruption,,-500,0,0,,,,-7.2,109.92
264030,Rinjani,20844,Confirmed Eruption,,-600,,,,,,-8.42,116.47
263350,Ijen,16167,Confirmed Eruption,,-640,0,0,,,,-8.058,114.242
263250,Merapi,15822,Confirmed Eruption,,-700,0,0,,,,-7.542,110.442
263310,Tengger Caldera,16009,Confirmed Eruption,4,-830,0,0,,,,-7.942,112.95
263250,Merapi,15821,Confirmed Eruption,,-1010,0,0,,,,-7.542,110.442
263250,Merapi,15820,Confirmed Eruption,4,-1180,0,0,,,,-7.542,110.442
263250,Merapi,15819,Confirmed Eruption,,-1410,0,0,,,,-7.542,110.442
263250,Merapi,15818,Confirmed Eruption,,-1770,0,0,,,,-7.542,110.442
263250,Merapi,15817,Confirmed Eruption,,-1890,0,0,,,,-7.542,110.442
263140,Galunggung,15716,Confirmed Eruption,5,-2250,0,0,,,,-7.25,108.058
263250,Merapi,15816,Confirmed Eruption,,-2910,0,0,,,,-7.542,110.442
264040,Tambora,16229,Confirmed Eruption,,-3050,0,0,,,,-8.25,118
264040,Tambora,16228,Confirmed Eruption,,-3910,0,0,,,,-8.25,118
263250,Merapi,15815,Confirmed Eruption,,-4690,0,0,,,,-7.542,110.442
263310,Tengger Caldera,16008,Confirmed Eruption,,-5260,0,0,,,,-7.942,112.95
263040,Perbakti-Gagak,15635,Confirmed Eruption,,-6450,0,0,,,,-6.75,106.7
263200,Dieng Volcanic Complex,15766,Confirmed Eruption,0,-6590,0,0,,,,-7.2,109.92
263250,Merapi,15814,Confirmed Eruption,,-7310,0,0,,,,-7.542,110.442
263090,Tangkubanparahu,15667,Confirmed Eruption,,-7500,0,0,,,,-6.77,107.6
263090,Tangkubanparahu,15666,Confirmed Eruption,,-8020,0,0,,,,-6.77,107.6
264080,Inierie,16256,Confirmed Eruption,,-8050,0,0,,,,-8.875,120.95
263250,Merapi,15813,Confirmed Eruption,,-8780,0,0,,,,-7.542,110.442
264030,Rinjani,22173,Confirmed Eruption,,,,,,,,-8.42,116.47
